country,description,points,price,variety,contains_location,country_from_location,keywords
Italy,"Aromas of black cherry, licorice, leather, violet and a whiff of tobacco open this wine. The palate is still a bit closed but delivers black raspberry, wild cherry, anisette and a note of black pepper alongside big, brooding tannins that need time to come around. Drink 2017–2024.",90,51.0,Nebbiolo,False,None,"['black cherry', 'licorice', 'leather', 'violet', 'tobacco', 'black raspberry', 'wild cherry', 'anisette', 'black pepper', 'tannins', 'drink 2017–2024']"
US,"Fresh, full bodied and juicy, this has flavors of dusty, dark plum and chocolate. It was aged in both French and American oak, which has added a background note of tobacco and vanilla on the palate, particularly on the finish.",87,24.0,Petite Sirah,False,None,"['fresh', 'full bodied', 'juicy', 'dusty', 'dark plum', 'chocolate', 'aged', 'French oak', 'American oak', 'tobacco', 'vanilla', 'palate', 'finish']"
Italy,"Il Puro is a simple but genuine expression of Merlot with soft cherry nuances backed by light shadings of spice and mineral. The texture is smooth and silky, and although this is a very simple wine, it does deliver easy drinking pleasure.",85,12.0,Merlot,False,None,"['Il Puro', 'Merlot', 'cherry nuances', 'spice', 'mineral', 'smooth', 'silky', 'easy drinking pleasure']"
US,"Soft and rich with pineapple, lemon candy and oak flavors, this simple Chardonnay has the benefit of acidity for balance. It's a nice, basic Chard at an everyday price.",84,11.0,Chardonnay,False,None,"['soft', 'rich', 'pineapple', 'lemon candy', 'oak flavors', 'Chardonnay', 'acidity', 'balance', 'basic', 'everyday price']"
US,"Light ruby in color, this offers fresh raspberry and red cherry aromas, slightly softer flavors of ripe plum and a smooth texture. It is medium bodied and easy to enjoy.",86,8.0,Pinot Noir,False,None,"['light ruby', 'fresh raspberry', 'red cherry aromas', 'ripe plum', 'smooth texture', 'medium bodied', 'easy to enjoy']"
Italy,"Lasagna, meat-filled ravioli or mushroom risotto would make good pairing partners to this mild and crisp red. It offers notes of red berry, almond and cola.",86,36.0,"Corvina, Rondinella, Molinara",False,None,"['lasagna', 'meat-filled ravioli', 'mushroom risotto', 'mild', 'crisp red', 'red berry', 'almond', 'cola']"
Italy,"Banfi presents an easy, no-fuss Chianti Classico that showcases Sangiovese typicity and personality. This is a profoundly food-friendly wine with built-in natural acidity that pairs it with butter or cream-based pasta dishes.",87,18.0,Sangiovese,True,Italy,"['Banfi', 'Chianti Classico', 'Sangiovese', 'food-friendly', 'natural acidity', 'pasta dishes']"
US,"Notable for its firm minerality and acidity and distinguished mouthfeel. Could be a little richer, but offers intricate raspberry, sour cherry candy, blueberry, cola and sandalwood flavors. Might blossom over the next few years. Drink now–2013.",92,58.0,Pinot Noir,False,None,"['firm minerality', 'acidity', 'mouthfeel', 'richer', 'intricate', 'raspberry', 'sour cherry candy', 'blueberry', 'cola', 'sandalwood', 'blossom', 'drink now']"
US,"As with its Momtazi vineyard bottling, Boedecker Cellars produced just two barrels of this Cherry Grove designate. It's a fragrant and focused effort, scented with rose petals and cherry candy, and carrying a spicy cinnamon streak into a textural, cola-laced finish.",90,50.0,Pinot Noir,True,US,"['Cherry Grove', 'Boedecker Cellars', 'fragrant', 'focused', 'rose petals', 'cherry candy', 'spicy cinnamon', 'textural', 'cola-laced finish']"
US,"Given the diverse clonal make-up of the vines that go in to this Pinot, the aromas are somewhat muted and shy. Earthy, spicy fruit flavors are characterized by baked red raspberry and strawberry notes, with the wine taking on a denseness on the palate and finish.",85,43.0,Pinot Noir,False,None,"['clonal make-up', 'Pinot', 'aromas', 'muted', 'shy', 'earthy', 'spicy', 'baked red raspberry', 'strawberry', 'denseness', 'palate', 'finish']"
US,"This pleasing blend yields a spicy, fruity wine with sweet strawberry and cherry candy flavors. Though two thirds new oak was used, it is not prominent. Smooth and accessible, this delicious wine is accented with aromas of sweet straw.",90,29.0,Red Blend,False,None,"['pleasing blend', 'spicy', 'fruity', 'sweet strawberry', 'cherry candy', 'new oak', 'smooth', 'accessible', 'delicious', 'aromas', 'sweet straw']"
Italy,"As much as we like the retro package, this time the contents are just too one-dimensional. The heavily toasted oak over the narrow fruit from the '98 vintage reads as just that—toast, with vanilla and coconut shadings. Dry powdery tannins mark the taut finish.",83,26.0,Sangiovese,False,None,"['retro package', 'one-dimensional', 'heavily toasted oak', 'narrow fruit', '1998 vintage', 'toast', 'vanilla', 'coconut shadings', 'dry powdery tannins', 'taut finish']"
Italy,"This youthful expression of Dolcetto offers a dark, concentrated style and a very noticeable mineral tone that slices through the lush blueberry and raspberry aromas. The wine is tonic and vibrant and although there isn't huge complexity here, there is a good, fresh quality of fruit.",87,15.0,Dolcetto,False,None,"['youthful expression', 'Dolcetto', 'dark', 'concentrated style', 'mineral tone', 'blueberry', 'raspberry', 'tonic', 'vibrant', 'fresh quality', 'fruit']"
US,"It's incredibly rich and ripe in blackberries, black currants and dark chocolate, with a lovely veneer of toasted oak. The tannins are super smooth. Drink now–2020.",93,70.0,Cabernet Sauvignon,False,None,"['rich', 'ripe', 'blackberries', 'black currants', 'dark chocolate', 'toasted oak', 'tannins', 'smooth', 'drink now–2020']"
France,"Blueberry fruit mingles with cinnamon-tinged oak spice on the nose and palate of this offering. There's even enough depth and complexity to make it more than a simple quaff, worthy of washing down simply roasted chicken perhaps.",86,18.0,Rhône-style Red Blend,False,None,"['blueberry', 'cinnamon', 'oak spice', 'nose', 'palate', 'depth', 'complexity', 'quaff', 'roasted chicken']"
US,"Starts out nice, with a good, fruity raspberry nose, but on the palate are tastes of tomatoes, with a dry, astringent, tannic finish.",83,20.0,Zinfandel,False,None,"['fruity', 'raspberry', 'palate', 'tomatoes', 'dry', 'astringent', 'tannic', 'finish']"
US,"A lovely and complex Cabernet from this mountain in the southerly Mayacamas chain. It shows the big, firm tannins of its origins, with a dry sturdiness backing up the intense black currant flavors. Drinkable now for sheer decadence, although it also seems to have the stuffing to age for a decade.",92,70.0,Cabernet Sauvignon,True,US,"['Cabernet', 'Mayacamas', 'big tannins', 'dry sturdiness', 'black currant', 'decadence', 'age']"
US,"Difficult to find much to like here. Smells baked and Porty, and tastes overtly sweet in residual sugar, like cherry and raspberry jam.",80,8.0,Cabernet Sauvignon,False,None,"['baked', 'Porty', 'overtly sweet', 'residual sugar', 'cherry', 'raspberry jam']"
US,"Fermented and aged in stainless steel without going through malolactic fermentation, this steely, waxy Albarino is ready for tapas, offering big bold tastes of peach and apricot. Textured and long-lasting, its tangible acidity will make seafood, especially shellfish, sing.",88,18.0,Albariño,False,None,"['fermented', 'aged', 'stainless steel', 'malolactic fermentation', 'steely', 'waxy', 'Albarino', 'tapas', 'peach', 'apricot', 'textured', 'long-lasting', 'tangible acidity', 'seafood', 'shellfish']"
Italy,"An very pretty aromatic package with melon, pineapple, apple and pear. Good, and not hugely complex, but definitely casual and approachable. Imported by Halby Marketing.",87,10.0,Pinot Grigio,False,None,"['aromatic', 'melon', 'pineapple', 'apple', 'pear', 'casual', 'approachable']"
US,"Aromas of roses, lychee and pineapple, followed by appealing flavors of lemon, tropical fruit and flowers, give this wine a flirty but poised character. It's balanced and fresh, and best paired with summer salads and spicy ethnic cuisine.",87,20.0,Gewürztraminer,False,None,"['aromas', 'roses', 'lychee', 'pineapple', 'flavors', 'lemon', 'tropical fruit', 'flowers', 'flirty', 'poised', 'balanced', 'fresh', 'summer salads', 'spicy ethnic cuisine']"
US,"It's a rustic, slightly raisiny Bordeaux blend (with a little Syrah also), sourced from excellent vineyards, but a bit overripe. Soft, forward and a little leathery, it's ready to drink up.",85,16.0,Red Blend,True,France,"['rustic', 'raisiny', 'Bordeaux blend', 'Syrah', 'excellent vineyards', 'overripe', 'soft', 'forward', 'leathery', 'ready to drink']"
France,"Wood aging adds a smoky character and toasty flavor, while also smoothing out the tannins. From the rich 2009 vintage, this wine shows both plum fruits and firm tannins. It could still age, drink until 2018.",90,42.0,Gamay,False,None,"['wood aging', 'smoky character', 'toasty flavor', 'smoothing tannins', '2009 vintage', 'plum fruits', 'firm tannins', 'age', 'drink until 2018']"
France,"Made from 60-year-old vines, evidenced by its concentration and serious ageability. It is structured, firm and relatively dry at this young stage. It's a wine that needs at least 5 years. Today, if you do open a bottle, watch for the mineral, stony character that pushes the fruit and demands attention.",93,85.0,Chardonnay,False,None,"['60-year-old vines', 'concentration', 'ageability', 'structured', 'firm', 'dry', '5 years', 'mineral', 'stony character', 'fruit', 'demands attention']"
US,"Made in the modern style, this Chardonnay is very ripe and rich in jammy pineapples, green apples and limes, enhanced with smoky, caramelized oak and a creamy, slightly sour note of lees. It's fortunately balanced with crisp acidity. Best now and through 2012 before the fruit goes south.",88,40.0,Chardonnay,False,None,"['Chardonnay', 'ripe', 'rich', 'jammy', 'pineapples', 'green apples', 'limes', 'smoky', 'caramelized oak', 'creamy', 'sour note', 'lees', 'balanced', 'crisp acidity', 'best now', 'fruit goes south']"
US,"With cassis and plum aromas, this mid-weight Cabernet Sauvignon from the Foothills has a taste of licorice and vanilla, particularly on the finish, testament to its 33 months in new American oak.",86,28.0,Cabernet Sauvignon,True,US,"['cassis', 'plum', 'Cabernet Sauvignon', 'mid-weight', 'licorice', 'vanilla', 'finish', '33 months', 'new American oak']"
France,"A wine that is soft, rounded, ready to drink. It is without concentration or great acidity, but the white and light green fruits are delicious, giving an open character that is framed by toasty flavors and some spice.",88,80.0,Chardonnay,False,None,"['soft', 'rounded', 'ready to drink', 'white fruits', 'light green fruits', 'delicious', 'open character', 'toasty flavors', 'spice']"
US,"Peppery and bright in acidity, this blend of half Grenache and lesser percentages of Mourvèdre, Syrah and Counoise is a bit mixed. On the one hand it offers red raspberry and pomegranate and perfumed aromatics; on the other hand, the earthiness detracts.",86,30.0,Rhône-style Red Blend,False,None,"['Peppery', 'bright acidity', 'Grenache', 'Mourvèdre', 'Syrah', 'Counoise', 'red raspberry', 'pomegranate', 'perfumed aromatics', 'earthiness']"
US,"Just about every Dyer Cabernet requires aging. The 2009 bottling is tough with tannins, despite intense blackberry, cherry and oak flavors. The winemaker held it back from release even longer than the 2010, but it's still juvenile, with unintegrated oak, fruit and mineral notes. The window of drinkability is 2015–2025.",92,75.0,Cabernet Sauvignon,False,None,"['Dyer Cabernet', '2009 bottling', 'tough tannins', 'blackberry', 'cherry', 'oak flavors', 'juvenile', 'unintegrated oak', 'fruit', 'mineral notes', 'drinkability', '2015–2025']"
US,"This has a soapy mouthfeel, often an indicator for a high pH wine. The apple and pear fruit flavors are mild but thin.",84,25.0,Chardonnay,False,None,"['soapy mouthfeel', 'high pH wine', 'apple', 'pear', 'fruit flavors', 'mild', 'thin']"
Spain,"The mildly floral nose leads to a lean and acidic palate, with flavors of lemon and green apple.",82,19.0,Muscat,False,None,"['floral', 'nose', 'lean', 'acidic', 'palate', 'lemon', 'green apple']"
US,"Very tannic, rough.",80,11.0,Cabernet Merlot,False,None,"['tannic', 'rough']"
Italy,"This is a light and easy Prosecco Extra Dry with notes that recall cut grass and hay. There's not much in the way of flower or fruit aromas, although there is a hint of ripe banana and cardboard. It's tonic and lean with crisp freshness on the close.",84,15.0,Prosecco,True,Italy,"['light', 'easy', 'Prosecco', 'Extra Dry', 'cut grass', 'hay', 'ripe banana', 'cardboard', 'tonic', 'lean', 'crisp freshness']"
US,"At the age of six-plus years, this Cab still is dominated by the 100% new French oak in which it was aged. The fruit flavor, too, is young and primary, offering sweetly ripe cherries and blackberries. Even the tannins are fresh. The suggestion is continued cellaring, and the statistics concerning alcohol, acidity and pH suggest ideal balance. Hold for at least a year and try again.",92,85.0,Cabernet Sauvignon,False,None,"['Cab', '100% new French oak', 'aged', 'fruit flavor', 'sweetly ripe cherries', 'blackberries', 'tannins', 'continued cellaring', 'alcohol', 'acidity', 'pH', 'ideal balance', 'hold for at least a year']"
US,"Exotic and complex, this medium-bodied, structured wine is awash with aromas, from charcuterie and mixed nut to cedar and pencil. Anchoring it is a dusty tannic profile and a punch of oak.",92,90.0,Cabernet Sauvignon,False,None,"['exotic', 'complex', 'medium-bodied', 'structured', 'aromas', 'charcuterie', 'mixed nut', 'cedar', 'pencil', 'dusty tannic profile', 'oak']"
US,"The color of oxblood, this meaty, tannic wine pours espresso, black licorice and composted earth around tart blackberry fruit. It's aromatic, spicy and nicely balanced.",89,32.0,Syrah,False,None,"['oxblood', 'meaty', 'tannic', 'espresso', 'black licorice', 'composted earth', 'tart blackberry', 'aromatic', 'spicy', 'balanced']"
US,"As sweet as Port, with chocolate and prune flavors. Feels as hot as a chile pepper, with nearly 17% alcohol.",81,50.0,Zinfandel,False,None,"['sweet', 'Port', 'chocolate', 'prune', 'hot', 'chile pepper', '17% alcohol']"
US,"This is a devastatingly good Bordeaux blend from Howell Mountain. Based on Cabernet, it has all the flavor you could ask for in blackberries, cherries, cassis, chocolate, herbs, spices and sweetly smoked oak. But the structure is awesome. Near perfect tannins, soft and intricately firm, and grand acidity make for a total Cabernet experience. Tremendous now, and should age for years.",97,120.0,Bordeaux-style Red Blend,True,US,"['Bordeaux blend', 'Howell Mountain', 'Cabernet', 'blackberries', 'cherries', 'cassis', 'chocolate', 'herbs', 'spices', 'smoked oak', 'structure', 'tannins', 'acidity', 'Cabernet experience', 'age']"
US,"What a roll St. Jean has been on with Chardonnay. This wine was made from a majority of Robert Young and Belle Terre vineyard fruit, and is two-thirds new French oak. The combination is mind-blowing. The vineyards contribute concentrated spicy, tropical fruit flavors and perfect acid balance, while the oak provides elaborate seasoning. Absolutely delicious. One of the most satisfying Chards of the vintage.",96,45.0,Chardonnay,True,US,"['St. Jean', 'Chardonnay', 'Robert Young vineyard', 'Belle Terre vineyard', 'new French oak', 'spicy', 'tropical fruit flavors', 'acid balance', 'oak', 'elaborate seasoning', 'delicious', 'satisfying', 'vintage']"
US,"This is a pure Cab Franc, stylish and varietal. The new oak was limited to just 30%, giving a kick to the natural toastiness of the grape. The fruit mixes blueberries, black cherry and a streak of cassis, then runs into luscious mocha and espresso, with highlights of black pepper and cedar. The tannins have been beautifully managed.",90,32.0,Cabernet Franc,False,None,"['Cab Franc', 'new oak', 'toastiness', 'blueberries', 'black cherry', 'cassis', 'mocha', 'espresso', 'black pepper', 'cedar', 'tannins']"
US,"The 79% Syrah component is estate-grown; while the 21% Grenache comes from the Lonesome Springs vineyard. What a lovely nose, with the bright and grapey Grenache shining through and adding pretty floral scents, while the Syrah fills in the berries and peppery tannins. This is still quite purple and youthful, fresh and just a bit volatile.",88,28.0,Syrah,True,None,"['Syrah', 'Grenache', 'estate-grown', 'Lonesome Springs vineyard', 'nose', 'bright', 'grapey', 'floral scents', 'berries', 'peppery tannins', 'purple', 'youthful', 'fresh', 'volatile']"
US,"This is a challenging Zin. It's fruity but it's also earthy and mushroomy, with a blast of vanilla oak. Right now it's pretty tannic, but beneath that roughness is a core of fruit. It's austere now—difficult even—but some time in the cellar could soften and open it.",86,35.0,Zinfandel,False,None,"['challenging', 'Zin', 'fruity', 'earthy', 'mushroomy', 'vanilla oak', 'tannic', 'core of fruit', 'austere', 'cellar', 'soften', 'open']"
US,"Smooth and dry, with appealing flavors of blackberries, cherries, currants and cedar, and a fine, spicy finish. Shows amazing style and elegance for the price. A real sommelier's bargain, with 2,853 cases produced.",88,10.0,Cabernet Sauvignon,False,None,"['smooth', 'dry', 'blackberries', 'cherries', 'currants', 'cedar', 'spicy finish', 'style', 'elegance', ""sommelier's bargain"", '2,853 cases produced']"
Spain,"This is a nice, traditionally styled Rioja. Delivers smooth, earthy, leathery aromas and then spicy dry fruit that's right out of Rioja 101. With good acidity, it's a very respectable table wine from a weak vintage.",87,28.0,Tempranillo,True,Spain,"['traditionally styled', 'Rioja', 'smooth', 'earthy', 'leathery aromas', 'spicy dry fruit', 'good acidity', 'respectable table wine', 'weak vintage']"
Italy,"Bold and full bodied, this offers aromas of steeped plum, prune, clove and blue flower. The concentrated, savory palate doles out mature blackberry, raisin, clove and licorice. Big but velvety tannins and just enough freshness give this a surprisingly drinkable quality that belies its heft.",90,30.0,Primitivo,False,None,"['bold', 'full bodied', 'aromas', 'steeped plum', 'prune', 'clove', 'blue flower', 'concentrated', 'savory palate', 'mature blackberry', 'raisin', 'licorice', 'big tannins', 'velvety', 'freshness', 'drinkable', 'heft']"
US,"Smells very earthy and funky, with a strong hit of green pepper. More bell pepper and some cracked black pepper appear on the palate, which features some currant, licorice and lots of oak. Bright acidity helps it along, but it just can't escape its vegetal core, which holds it back.",86,30.0,Cabernet Sauvignon,False,None,"['earthy', 'funky', 'green pepper', 'bell pepper', 'cracked black pepper', 'currant', 'licorice', 'oak', 'bright acidity', 'vegetal core']"
US,"Extraordinarily rich and ripe, showing sweet raspberry and cherry fruit flavors, enhanced with the vanilla and buttered toast of oak barrels. Brilliant acidity and wonderfully soft tannins make this Pinot instantly drinkable, yet it should age over the next 6–8 years.",94,70.0,Pinot Noir,False,None,"['rich', 'ripe', 'raspberry', 'cherry', 'vanilla', 'buttered toast', 'oak barrels', 'acidity', 'soft tannins', 'drinkable', 'age']"
US,"Chris Dowsett makes just a single Gewürztraminer each year, always from Celilo vines planted in 1982. 2010 was the coolest vintage in two decades at this high-altitude site. If you love searing acidity, married to varietal spice, rose petals, lemons, grapefruit, star fruit and gooseberries, you are in for a treat. Fermented in neutral French oak and left on the lees, this could age for decades.",91,22.0,Gewürztraminer,True,US,"['Gewürztraminer', 'Celilo vines', '2010', 'coolest vintage', 'high-altitude', 'searing acidity', 'varietal spice', 'rose petals', 'lemons', 'grapefruit', 'star fruit', 'gooseberries', 'neutral French oak', 'lees', 'age for decades']"
US,"This wine's judiciously restrained nose shows black fruits and dried herbs, with asphalt and focused rather than exuberant fig and plum aromas. There is lots of minty lift at the tip of the palate, which opens toward Mission figs, fudge and mocha.",93,30.0,Zinfandel,False,None,"['black fruits', 'dried herbs', 'asphalt', 'fig', 'plum', 'minty lift', 'Mission figs', 'fudge', 'mocha']"
US,"This Chardonnay has brisk, crisp acidity and flavors of pineapple, orange and mango. There are dominating notes of buttered toast and sweet butterscotch.",84,30.0,Chardonnay,False,None,"['Chardonnay', 'brisk acidity', 'crisp acidity', 'pineapple', 'orange', 'mango', 'buttered toast', 'butterscotch']"
US,"This wine from one of Anderson Valley's pioneers has a lighter-than-usual color and plenty of red cherry, raspberry and turned earth aromas. It offers low-level fruit flavors and good balance of acidity versus ripeness.",87,25.0,Pinot Noir,True,US,"['Anderson Valley', 'lighter-than-usual color', 'red cherry', 'raspberry', 'turned earth aromas', 'low-level fruit flavors', 'good balance', 'acidity', 'ripeness']"
Italy,"This red Passito dessert wine from Tuscany offers bittersweet aromas of wild cherry, raspberry, cassis and cola. It makes a simple but clean impression in the mouth and would pair with chocolate brownies or cherry pie.",86,32.0,Red Blend,True,Italy,"['red Passito', 'dessert wine', 'Tuscany', 'bittersweet aromas', 'wild cherry', 'raspberry', 'cassis', 'cola', 'clean impression', 'chocolate brownies', 'cherry pie']"
US,"Deeply flavored and impressive, this intensely young, Cabernet-based Bordeaux blend hails from Mount Veeder. It has all the hallmarks of a wine that needs time in the cellar. The sweetly extracted black currant and licorice fruit is massive, and so is the cedary oak, which is 80% new French, while considerable mountain tannins give a hard, astringent mouthfeel. Solidly in the modern Napa style, this opulent wine should improve over the next six years, at least.",94,56.0,Bordeaux-style Red Blend,True,US,"['Cabernet-based', 'Bordeaux blend', 'Mount Veeder', 'black currant', 'licorice', 'cedary oak', '80% new French', 'mountain tannins', 'astringent mouthfeel', 'modern Napa style', 'opulent', 'improve', 'six years']"
Italy,"This wine boasts an oak-driven character, with aromas of espresso, coffee and toasted almond. The palate shows red and black fruit layered with accents of oak, chocolate and black pepper. Technically well made, it's shy on personality and length.",86,27.0,Red Blend,False,None,"['oak-driven', 'espresso', 'coffee', 'toasted almond', 'red fruit', 'black fruit', 'chocolate', 'black pepper', 'technically well made', 'shy on personality', 'length']"
US,"A little too soft in both acidity and tannins to have perfect structure, but it's fine enough, and the flavors certainly are complex and compelling. They range from blackberry tart and cherry pie through Dr. Pepper cola and anise liqueur to bacon and sandalwood. If that sounds good, it is. Ready now.",90,39.0,Red Blend,False,None,"['soft acidity', 'tannins', 'structure', 'complex flavors', 'blackberry tart', 'cherry pie', 'Dr. Pepper cola', 'anise liqueur', 'bacon', 'sandalwood', 'ready now']"
France,"This is a well-balanced wine that is both crisp and breezy and full of delicious red-berry fruits. It has a tight texture, with some minerality and a tangy aftertaste. This should make for an excellent apéritif.",90,15.0,Rosé,False,None,"['well-balanced', 'crisp', 'breezy', 'red-berry fruits', 'tight texture', 'minerality', 'tangy aftertaste', 'apéritif']"
Italy,"Ero is packed tight with bright berry, cassis and white almond. That all-Sicilian jamminess you sometimes find in this variety is absent here.",88,25.0,Nero d'Avola,True,Italy,"['Ero', 'bright berry', 'cassis', 'white almond', 'Sicilian', 'jamminess']"
US,"An evenly dispersed nose of sage bark, cherry compote and lightly toasted cedar introduces this bottling by Fred Brander, a Santa Ynez Valley winemaking pioneer now actively trying to create a new Los Olivos District appellation. The flavors are balanced between cherry fruit and oak, with smooth tannins throughout.",91,50.0,Cabernet Sauvignon,True,US,"['sage bark', 'cherry compote', 'toasted cedar', 'Fred Brander', 'Santa Ynez Valley', 'Los Olivos District', 'balanced flavors', 'oak', 'smooth tannins']"
US,"Heavy and sweet, this wine has melted cherry-jam and Dr. Pepper flavors and some heat from the alcohol.",84,56.0,Pinot Noir,False,None,"['heavy', 'sweet', 'melted cherry-jam', 'Dr. Pepper flavors', 'heat', 'alcohol']"
Italy,"This 80-20 blend of Sangiovese and Syrah from coastal Tuscany opens with bright fruit, a somewhat lean texture and delivers lively berry notes of wild strawberry and white cherry. A good value, the wine would pair well with pizza or pasta.",84,10.0,Red Blend,True,Italy,"['80-20 blend', 'Sangiovese', 'Syrah', 'coastal Tuscany', 'bright fruit', 'lean texture', 'lively berry notes', 'wild strawberry', 'white cherry', 'good value', 'pair well', 'pizza', 'pasta']"
US,"Consistent with the rather lean house style this opens with herbal aromas set against firm, varietal cassis and blue plum fruit. The grapes come from a block planted in 1985. Some barrel spice adds cinnamon to the nose, and there's a touch of Cab Franc (6%) in the blend, which stiffens up the tannins. Retasting this wine after it has spent a few extra months in bottle, it's smoothed out a bit, and the sweet black- cherry fruit has moved forward. This should age really well.",89,28.0,Cabernet Sauvignon,False,None,"['herbal aromas', 'cassis', 'blue plum fruit', 'barrel spice', 'cinnamon', 'Cab Franc', 'tannins', 'sweet black-cherry fruit', 'age well']"
US,"The 2007 vintage was a fabulous one for Williams Selyem, and the Zinfandels benefited from the cool, balanced growing season. The Papera is a big, rich, jammy wine, but also a drily elegant one. It offers waves of raspberry, Fig Newton, red currant and Canadian bacon flavors, with superfine tannins. An exuberant Zinfandel now and for the next six years.",94,48.0,Zinfandel,True,US,"['2007 vintage', 'Williams Selyem', 'Zinfandels', 'cool growing season', 'big', 'rich', 'jammy', 'drily elegant', 'raspberry', 'Fig Newton', 'red currant', 'Canadian bacon', 'superfine tannins', 'exuberant', 'next six years']"
US,"Complicated, at times confusingly dank aromas of mushrooms, hops, dill and other wet herbs emerge from this bottling. Those atypical varietal characters find their way onto the palate as well, with olive and stewed mushrooms leading the way.",84,50.0,Cabernet Sauvignon,False,None,"['dank aromas', 'mushrooms', 'hops', 'dill', 'wet herbs', 'olive', 'stewed mushrooms']"
France,"Still way too young, this is developing into a substantial and structured wine. Full of both fruit and tannins, it is dark and dense, very dry at this stage but with the most enticing perfumes. The Grand Cru, split between Chambolle-Musigny and Morey Saint-Denis, is known for its structure and this wine is a great example. Drink from 2020.",93,463.0,Pinot Noir,True,France,"['young', 'substantial', 'structured', 'fruit', 'tannins', 'dark', 'dense', 'dry', 'enticing perfumes', 'Grand Cru', 'Chambolle-Musigny', 'Morey Saint-Denis', 'structure', 'drink from 2020']"
US,"This is a great Napa Valley Merlot, from a winery with a generally good track record with the variety. The grapes were grown in the Coombsville region, although they were allowed to get very ripe, resulting in fairly high alcohol and rich cherry, berry, dark chocolate and anise flavors. It's notable for grippy tannins that give it a firm, dry mouthfeel.",92,42.0,Merlot,True,US,"['Napa Valley', 'Merlot', 'Coombsville', 'ripe grapes', 'high alcohol', 'rich flavors', 'cherry', 'berry', 'dark chocolate', 'anise', 'grippy tannins', 'firm mouthfeel']"
US,"This is a silly name, and it's not a very good wine. Acids and tannins dominate, making it astringent and bitter, and the cherry fruit is thin and rather overripe.",82,60.0,Sangiovese,False,None,"['silly name', 'not a very good wine', 'acids', 'tannins', 'astringent', 'bitter', 'cherry fruit', 'thin', 'overripe']"
US,"Though not planted until 2001, the east-facing Lone Oak Vineyard is adjacent to the legendary vines of Garys' and Rosella's. The nose conveys lemon-lime soda and white rock minerality, and flavors combine baked apple, yeasty bread and lime. Bright acidity exhilarates the tongue, making a perfect partner for a lunch of shellfish, halibut or chicken salad.",90,45.0,Chardonnay,True,US,"['Lone Oak Vineyard', ""Garys'"", ""Rosella's"", 'lemon-lime soda', 'white rock minerality', 'baked apple', 'yeasty bread', 'lime', 'bright acidity', 'shellfish', 'halibut', 'chicken salad']"
US,"A gorgeously salmon-colored rosé made predominantly from Grenache (62%) co-fermented dry with Viognier (58%) out of Yolo County. The wine has a delicately pretty nose of peach and a light-medium body despite its 14.8% alcohol, though the finish falls off fast.",86,18.0,Rosé,True,US,"['salmon-colored', 'rosé', 'Grenache', 'Viognier', 'Yolo County', 'peach', 'light-medium body', '14.8% alcohol', 'finish falls off fast']"
France,"The most impressive of the fine range of wines from this producer, the wine is structured and dense without ever losing sight of balance, fruit and acidity. That makes for a wine that has a dusty texture coupled with a dry center of fruit and wood tannins. The acidity and the juicy berry fruits give freshness. Everything is ready for long aging. Drink from 2019.",95,60.0,Malbec,False,None,"['structured', 'dense', 'balance', 'fruit', 'acidity', 'dusty texture', 'dry center', 'wood tannins', 'freshness', 'long aging', 'juicy berry fruits']"
US,"Searing acidity marks this wine, which tastes like it has a lot of Edna Valley fruit in the blend. It also shows bright, strong, long hangtime flavors of limes and pineapples. It's actually quite a fine Chardonnay, dry and low in alcohol. A great value at this price.",89,15.0,Chardonnay,True,US,"['acidity', 'Edna Valley', 'limes', 'pineapples', 'Chardonnay', 'dry', 'low alcohol', 'great value']"
US,"This elegant effort is 46% Cab Sauvignon, 36% Merlot and 18% Cab Franc; still wrapped up tight and showing tart cassis and berry fruit. There is a lot of the classic Ciel minerality underlying the fruit, with hard tannins and lightly peppery herbal details. At just 14.1% alcohol, this is a classic example of how Washington brings bright New World fruit and terroir to a style that retains the elegance of the Old World.",91,40.0,Red Blend,True,US,"['elegant', 'Cab Sauvignon', 'Merlot', 'Cab Franc', 'tart cassis', 'berry fruit', 'Ciel minerality', 'hard tannins', 'peppery herbal details', '14.1% alcohol', 'New World fruit', 'Old World elegance']"
Italy,"Pretty notes of Italian espresso, chocolate and spice revolve around a core of solid black fruit. This is an elegant and refined wine that boats a traditional style that is never overdone or too powerful. In fact, it showcases its delicate berry nuances very nicely in the mouth. Drink after 2014.",93,90.0,Sangiovese Grosso,True,Italy,"['Italian espresso', 'chocolate', 'spice', 'black fruit', 'elegant', 'refined', 'traditional style', 'delicate berry nuances']"
US,"Strong , complex aromas, with notes of tropical fruit and coconut. In the mouth, it's oaky and spicy, with penetrating, bright, effusive flavors that you might go so far as to call racy. The alcohol content is high and it drinks a little soft, but this is a very seductive wine. A crowd-pleaser, for sure.",89,27.0,Chardonnay,False,None,"['strong', 'complex aromas', 'tropical fruit', 'coconut', 'oaky', 'spicy', 'bright', 'effusive flavors', 'racy', 'high alcohol content', 'soft', 'seductive', 'crowd-pleaser']"
Italy,"A blend of Merlot, Cabernet and Refosco that's aged in French oak, this opens with bold, black intensity, bearing notes of dark fruit, ripe blackberry and sweet spice. The mouthfeel is chewy and soft, with a touch of pulpy sweetness on the close.",88,20.0,Red Blend,False,None,"['Merlot', 'Cabernet', 'Refosco', 'French oak', 'dark fruit', 'ripe blackberry', 'sweet spice', 'chewy', 'soft', 'pulpy sweetness']"
